TaxID;output.DNA_220525_20.22hmix_centri_BIOMcombi_S9_kaiju.out;output.DNA_220525_22.24hmix_centri_BIOMcombi_S10_kaiju.out;output.DNA_220602_20.22hmix_centri_BIOMcombi_S11_kaiju.out;output.DNA_220602_20.22hmix_cer_BIOMcombi_S13_kaiju.out;output.DNA_220602_22.24hmix_centri_BIOMcombi_S12_kaiju.out;output.DNA_220602_22.24hmix_cer_BIOMcombi_S14_kaiju.out;output.DNA_220607_20.22hmix_centri_BIOMcombi_S17_kaiju.out;output.DNA_220607_20.22hmix_cer_BIOMcombi_S15_kaiju.out;output.DNA_220607_22.24hmix_centri_BIOMcombi_S18_kaiju.out;output.DNA_220607_22.24hmix_cer_BIOMcombi_S16_kaiju.out;output.DNA_220616_20.22hmix_cer_BIOMcombi_S19_kaiju.out;output.DNA_220616_22.24hmix_cer_BIOMcombi_S20_kaiju.out;output.DNA_220623_24hmix_cer_BIOMcombi_S21_kaiju.out;output.DNA_220623_24hmix_cer_BIOMminiprep_S22_kaiju.out;output.DNA_220629_20.22hmix_cer_BIOMcombi_S25_kaiju.out;output.DNA_220629_20.22hmix_cer_BIOMminiprep_S23_kaiju.out;output.DNA_220629_22.24hmix_cer_BIOMcombi_S26_kaiju.out;output.DNA_220629_22.24hmix_cer_BIOMminiprep_S24_kaiju.out;output.DNA_220707_20.22hmix_cer_BIOMminiprep_S27_kaiju.out;output.DNA_220707_20.22mix_cer_BIOMcombi_S29_kaiju.out;output.DNA_220707_22.24hmix_cer_BIOMcombi_S30_kaiju.out;output.DNA_220707_22.24hmix_cer_BIOMminiprep_S28_kaiju.out;output.DNA_220719_20.22mix_cer_BIOMcombi_S31_kaiju.out;output.DNA_220719_22.24hmix_cer_BIOMcombi_S32_kaiju.out
2929436;NA;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;2;1;3;NA;NA;NA
2929444;NA;NA;2;1;7;NA;NA;NA;NA;NA;3;NA;1;NA;7;NA;14;NA;2;2;4;2;NA;NA
2929486;NA;NA;3;4;1;1;1;1;6;NA;3;2;2;3;5;2;7;1;7;2;7;7;1;NA
2930093;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2930393;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2931982;NA;NA;1;NA;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;2;1;NA;NA;NA;NA;NA;NA
2932244;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2932877;NA;NA;1;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA
2932880;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2933565;NA;NA;1;2;NA;NA;1;NA;NA;NA;1;NA;NA;2;NA;NA;4;2;4;NA;2;1;2;NA
2933777;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
2933965;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2935082;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA
2936682;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;1;2;2;NA;NA;NA;NA;1;NA;NA
2936713;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2936938;NA;NA;1;1;NA;2;NA;2;NA;1;3;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
2939494;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
2940301;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2940597;NA;NA;1;NA;NA;NA;NA;1;NA;3;3;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;NA;NA
2940607;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2940810;NA;NA;3;5;4;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA
2940811;NA;NA;9;7;21;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
2940814;NA;NA;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2940816;NA;NA;53;72;125;72;2;NA;NA;NA;NA;NA;NA;NA;8;NA;6;NA;3;14;1;NA;NA;NA
2940818;NA;NA;5;3;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA
2940828;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
2940844;NA;NA;3;1;5;NA;NA;NA;NA;NA;NA;1;1;NA;2;NA;NA;NA;1;NA;1;NA;NA;NA
2940933;NA;NA;1;1;NA;1;NA;NA;NA;1;1;NA;2;NA;5;NA;5;1;1;NA;4;NA;1;NA
2941323;NA;NA;6;NA;6;1;1;1;NA;NA;2;2;3;1;1;1;4;1;1;2;2;4;NA;NA
2941337;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;1;NA;NA;NA
2941505;NA;NA;2;1;4;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;4;1;NA;NA;NA;1;1;NA
2942202;NA;NA;2;NA;NA;NA;NA;1;NA;2;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA
2943836;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;17;NA;1;NA
2944807;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2944904;NA;NA;1;1;NA;2;NA;NA;2;NA;1;1;NA;1;2;1;4;NA;2;NA;1;1;NA;NA
2945715;NA;NA;1;1;NA;1;NA;3;3;1;1;1;2;NA;3;NA;4;NA;2;1;2;1;NA;NA
2948600;NA;NA;3;1;NA;NA;NA;NA;NA;NA;2;NA;3;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
2948807;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2948936;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2949744;NA;NA;1;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;1;NA;2;NA;NA;2;2;NA;NA;NA
2949976;NA;NA;1;2;NA;1;2;NA;NA;NA;1;NA;NA;NA;1;NA;2;1;1;1;1;NA;NA;1
2949990;NA;NA;1;1;NA;NA;1;NA;NA;1;NA;2;2;1;NA;NA;5;NA;NA;2;NA;NA;1;NA
2950553;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2950727;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA
2951261;NA;NA;4;5;3;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;2;NA;NA;NA
2951263;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA
2951472;NA;NA;7;4;7;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA
2951486;NA;NA;7;3;7;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;NA;NA
2951493;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2952536;NA;NA;1;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2952607;NA;NA;2;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;1;NA;1;NA;NA;3;NA;NA
2953240;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2953895;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2954931;NA;NA;1;NA;NA;NA;1;2;3;NA;NA;1;1;1;4;NA;1;NA;1;NA;NA;4;1;NA
2956798;NA;NA;1;NA;4;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2959432;NA;NA;1;1;NA;1;NA;NA;NA;4;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2961191;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2961570;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
2961893;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2961925;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2962038;NA;NA;1;2;NA;3;NA;NA;NA;1;34;45;3;1;NA;NA;1;NA;NA;NA;5;4;NA;NA
2962598;NA;NA;1;3;1;NA;NA;NA;NA;1;NA;2;1;1;1;NA;NA;NA;1;3;4;4;NA;NA
2965181;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2965199;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;1;NA;NA;NA;NA
2965214;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
2965276;NA;NA;2;3;NA;1;1;NA;1;NA;2;1;NA;1;NA;NA;4;NA;2;2;3;9;NA;1
2966359;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2966584;NA;NA;2;3;1;NA;1;3;1;NA;2;1;NA;NA;1;1;7;NA;1;2;NA;4;2;NA
2968245;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA
2968818;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;3;NA;1;1;NA;NA
2969249;NA;NA;1;2;NA;1;4;NA;5;NA;1;2;NA;NA;3;NA;5;NA;4;NA;3;5;1;1
2969983;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
2970352;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2970818;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA
2972478;NA;NA;1;1;NA;1;NA;NA;1;NA;1;NA;7;8;NA;NA;NA;NA;NA;NA;2;1;NA;NA
2972517;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2973084;NA;NA;1;3;NA;4;NA;NA;3;1;1;NA;1;1;1;1;2;NA;1;1;1;2;NA;NA
2974027;NA;NA;1;NA;1;1;NA;NA;NA;NA;1;NA;2;NA;3;1;6;NA;NA;NA;1;1;NA;1
2975049;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
2976236;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2979319;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA
2981541;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2983349;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
2983359;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
86;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
122;NA;NA;NA;1;NA;NA;NA;NA;1;NA;1;3;NA;NA;1;NA;1;NA;1;NA;2;NA;NA;NA
154;NA;NA;NA;1;4;NA;2;1;1;1;NA;NA;1;NA;4;NA;2;3;2;2;NA;4;NA;1
159;NA;NA;NA;2;NA;1;1;NA;1;NA;2;3;3;1;2;3;6;4;1;1;2;4;1;NA
214;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;2;2;1;1;3;NA;4;NA;NA;1;NA;NA
216;NA;NA;NA;5;NA;2;2;1;6;1;8;14;1;1;4;3;15;NA;2;NA;3;4;NA;NA
340;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
449;NA;NA;NA;1;NA;2;1;NA;2;NA;4;1;1;2;1;2;9;NA;3;1;3;2;1;1
716;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA
734;NA;NA;NA;4;1;NA;NA;NA;4;1;2;1;4;1;2;NA;7;NA;1;5;3;1;2;NA
736;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
739;NA;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;1;NA;3;NA;NA;NA;NA;NA;NA;NA;1;NA
755;NA;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;1;NA;NA
781;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
862;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA
934;NA;NA;NA;1;NA;3;1;NA;NA;NA;NA;NA;1;NA;NA;NA;3;1;NA;NA;NA;NA;NA;NA
940;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;3;1;NA;1;1;NA;1;1;1;1;2;NA;NA;NA
943;NA;NA;NA;1;NA;1;1;NA;1;NA;2;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA
979;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;NA;1;NA;NA
1013;NA;NA;NA;1;NA;NA;1;NA;2;NA;NA;1;1;NA;NA;NA;4;NA;2;NA;2;1;1;NA
1047;NA;NA;NA;1;NA;4;NA;NA;NA;NA;1;NA;NA;1;1;2;3;NA;NA;NA;2;1;NA;NA
1092;NA;NA;NA;2;NA;2;NA;NA;NA;NA;1;NA;1;1;4;NA;3;NA;1;1;2;2;NA;NA
1097;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA
1107;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1129;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA
1203;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;2;1;NA;NA;NA;NA;2;NA;NA
1266;NA;NA;NA;1;NA;NA;1;NA;5;1;2;5;NA;NA;4;1;5;NA;NA;1;NA;1;NA;NA
1317;NA;NA;NA;5;1;1;2;NA;4;NA;4;2;1;NA;5;NA;6;NA;1;NA;1;5;1;NA
1356;NA;NA;NA;9;2;4;9;2;14;3;8;4;8;4;4;3;12;4;3;1;2;8;1;2
1365;NA;NA;NA;2;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;NA;NA
1370;NA;NA;NA;2;NA;NA;2;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;NA
1379;NA;NA;NA;1;2;NA;1;1;1;NA;NA;NA;3;NA;4;NA;3;3;NA;NA;NA;1;NA;1
1484;NA;NA;NA;3;NA;1;NA;NA;7;2;2;1;3;2;3;1;3;NA;6;2;3;4;NA;1
1566;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA
1600;NA;NA;NA;1;NA;2;6;NA;6;NA;2;1;4;2;1;2;20;1;5;NA;NA;2;1;1
1620;NA;NA;NA;3;2;NA;NA;NA;2;NA;2;NA;2;NA;2;3;3;2;5;NA;NA;3;NA;NA
1671;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1788;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1791;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1797;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA;1;NA;1;NA;1;NA;2;NA;NA;NA;NA;NA
2017;NA;NA;NA;2;1;1;2;NA;1;NA;NA;NA;1;NA;3;1;3;NA;NA;NA;1;1;1;NA
2071;NA;NA;NA;1;NA;NA;NA;NA;1;NA;1;1;1;NA;1;NA;2;NA;1;NA;NA;1;NA;NA
2094;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;2;NA;1;NA
2096;NA;NA;NA;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2109;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;1
2112;NA;NA;NA;6;NA;4;8;1;6;NA;2;1;3;2;5;3;18;1;2;1;NA;4;NA;1
2118;NA;NA;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA
2127;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;NA;NA;NA;2
2147;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;1;1;NA;NA;1;NA;2;2;3;1;NA;NA
2159;NA;NA;NA;4;2;NA;1;NA;NA;1;2;NA;NA;1;2;NA;6;NA;1;NA;NA;1;NA;NA
2176;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2183;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;1;NA;1
2186;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2201;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1
2259;NA;NA;NA;2;NA;3;2;NA;NA;NA;NA;NA;2;NA;1;NA;1;NA;NA;NA;1;NA;1;NA
2260;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA
2265;NA;NA;NA;2;1;NA;1;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;NA;NA
2299;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2317;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2368;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2423;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2424;NA;NA;NA;1;NA;NA;1;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1
2713;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2723;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;1;1;NA;NA
2724;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;1;1;NA;1;NA;NA
2786;NA;NA;NA;1;NA;2;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
2880;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;2;1;NA;3;NA;1;NA;3;2;NA;NA
3046;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;3;1;NA;NA;1;1;NA;NA;NA;2;1;NA;NA
4769;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;NA;1;NA;NA;NA;1;NA
4797;NA;NA;NA;1;NA;NA;2;1;3;NA;3;NA;NA;NA;3;NA;4;NA;1;NA;2;3;1;NA
4827;NA;NA;NA;2;NA;1;1;1;NA;1;2;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
4836;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4892;NA;NA;NA;3;NA;NA;3;NA;NA;1;NA;NA;1;2;1;3;5;1;7;4;3;2;NA;1
4893;NA;NA;NA;2;NA;1;1;NA;NA;NA;NA;1;3;NA;NA;NA;3;1;1;NA;NA;NA;1;NA
4919;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
5125;NA;NA;NA;3;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1
5178;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;3;NA;NA;1;NA;NA;NA;NA
5476;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5637;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5761;NA;NA;NA;1;NA;1;NA;NA;1;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA
5794;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5820;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;2;2;1;NA;NA;2;1;3;2;NA;3;NA;NA
5884;NA;NA;NA;1;NA;1;2;NA;3;NA;4;3;2;1;1;1;3;NA;NA;1;2;2;NA;NA
5888;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
5963;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;6;1;1;NA;NA;NA;1;NA;3;1;2;1;1;2
6033;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10245;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10265;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10494;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;1;1;2;NA;NA;1;1;NA;NA;NA;2;NA;NA
10692;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
12402;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
12967;NA;NA;NA;1;1;NA;NA;1;NA;NA;NA;2;NA;3;1;NA;2;NA;NA;NA;2;2;1;1
13366;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27337;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27342;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
28042;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28081;NA;NA;NA;4;1;12;1;1;3;NA;4;2;11;3;2;NA;3;1;1;8;2;11;NA;1
28084;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28169;NA;NA;NA;2;1;NA;NA;NA;3;1;1;NA;1;NA;NA;1;2;NA;NA;NA;2;NA;NA;NA
28195;NA;NA;NA;2;NA;NA;NA;1;2;NA;2;3;1;NA;2;1;3;NA;1;NA;1;1;NA;NA
28445;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;3;NA;NA;1;2;NA;NA;1;NA;NA
28896;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
28898;NA;NA;NA;13;NA;7;9;NA;4;3;5;2;5;4;8;1;16;4;6;5;2;4;1;NA
29329;NA;NA;NA;1;NA;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
29376;NA;NA;NA;3;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;1;1;NA;NA;NA;4;NA;NA;NA
29379;NA;NA;NA;4;NA;1;3;NA;NA;1;1;NA;2;1;5;NA;4;1;6;NA;2;1;NA;4
